Hiders,Seekers,Cells,Obstacles,Max Rounds,Rounds Played,Game Length
4,2,160,79,29,29,Long
2,2,25,0,41,20,Short
2,2,25,0,46,22,Short
1,2,49,9,10,10,Long
2,2,49,8,41,21,Short
1,1,49,0,45,20,Short
4,2,160,79,26,18,Medium
2,2,25,0,41,18,Short
1,2,49,9,48,48,Long
1,1,49,0,32,15,Short
6,2,160,66,36,30,Long
6,2,160,66,34,34,Long
2,2,49,8,10,7,Medium
6,2,160,66,25,20,Long
1,2,49,9,41,41,Long
4,2,160,79,41,37,Long
2,2,25,0,12,8,Medium
4,2,160,79,11,6,Short
2,2,25,0,46,19,Short
1,1,49,0,35,17,Short
1,1,49,0,26,12,Short
1,2,49,9,44,44,Long
4,2,160,79,29,20,Medium
4,2,160,79,25,21,Long
2,2,25,0,42,19,Short
4,2,160,79,19,17,Long
4,2,160,79,23,22,Long
1,1,49,0,32,15,Short
6,2,160,66,37,26,Medium
6,2,160,66,13,7,Short
2,2,25,0,42,20,Short
1,2,49,9,22,22,Long
1,1,49,0,41,19,Short
2,2,49,8,41,21,Short
1,2,49,9,45,45,Long
6,2,160,66,13,7,Short
2,2,49,8,50,25,Short
1,1,49,0,15,9,Medium
1,2,49,9,13,13,Long
1,2,49,9,25,25,Long
1,1,49,0,34,15,Short
6,2,160,66,49,26,Short
1,2,49,9,19,19,Long
4,2,160,79,28,19,Medium
2,2,49,8,19,12,Medium
2,2,49,8,31,17,Short
1,1,49,0,41,19,Short
4,2,160,79,50,38,Medium
2,2,25,0,20,10,Short
1,1,49,0,32,15,Short
1,2,49,9,17,17,Long
2,2,49,8,42,20,Short
1,1,49,0,49,21,Short
1,2,49,9,21,21,Long
1,1,49,0,20,11,Short
2,2,49,8,43,22,Short
1,1,49,0,22,11,Short
6,2,160,66,31,26,Long
2,2,25,0,35,16,Short
2,2,49,8,25,14,Short
4,2,160,79,10,5,Short
1,2,49,9,24,24,Long
6,2,160,66,32,32,Long
1,2,49,9,20,20,Long
2,2,25,0,26,13,Short
2,2,49,8,41,21,Short
1,2,49,9,31,31,Long
2,2,49,8,13,8,Medium
1,1,49,0,37,17,Short
4,2,160,79,22,19,Long
1,1,49,0,27,13,Short
6,2,160,66,22,12,Short
1,1,49,0,33,16,Short
2,2,49,8,16,10,Medium
2,2,49,8,28,17,Medium
6,2,160,66,38,38,Long
6,2,160,66,10,10,Long
4,2,160,79,50,31,Medium
2,2,25,0,38,21,Short
6,2,160,66,44,26,Medium
1,1,49,0,37,22,Medium
1,2,49,9,34,34,Long
2,2,25,0,21,10,Short
1,1,49,0,16,14,Long
1,2,49,9,46,46,Long
1,1,49,0,46,21,Short
2,2,49,8,46,22,Short
2,2,49,8,11,7,Medium
2,2,25,0,34,15,Short
1,2,49,9,27,27,Long
1,1,49,0,50,24,Short
1,1,49,0,32,15,Short
1,1,49,0,20,11,Short
2,2,25,0,34,15,Short
4,2,160,79,13,10,Medium
4,2,160,79,41,36,Long
2,2,25,0,15,7,Short
1,2,49,9,27,27,Long
1,1,49,0,30,15,Short
6,2,160,66,21,17,Long
2,2,49,8,36,18,Short
1,1,49,0,35,16,Short
1,2,49,9,28,28,Long
2,2,25,0,14,9,Medium
2,2,49,8,25,14,Short
2,2,25,0,12,9,Medium
1,1,49,0,48,23,Short
1,1,49,0,17,9,Short
1,1,49,0,44,20,Short
4,2,160,79,45,45,Long
2,2,25,0,41,22,Short
4,2,160,79,27,17,Medium
4,2,160,79,39,32,Long
1,2,49,9,14,14,Long
2,2,25,0,45,21,Short
2,2,25,0,22,13,Medium
4,2,160,79,38,27,Medium
1,1,49,0,20,20,Long
1,2,49,9,32,32,Long
1,2,49,9,38,38,Long
2,2,49,8,24,14,Medium
2,2,49,8,30,17,Short
2,2,49,8,32,16,Short
1,2,49,9,12,12,Long
1,1,49,0,46,20,Short
2,2,49,8,46,23,Short
1,1,49,0,41,19,Short
1,1,49,0,35,16,Short
6,2,160,66,23,16,Medium
4,2,160,79,20,15,Medium
4,2,160,79,29,20,Medium
2,2,25,0,40,19,Short
1,1,49,0,38,36,Long
2,2,25,0,28,12,Short
4,2,160,79,30,30,Long
2,2,49,8,20,12,Medium
4,2,160,79,29,17,Medium
1,1,49,0,28,17,Medium
1,2,49,9,45,45,Long
2,2,49,8,19,12,Medium
2,2,49,8,18,11,Medium
1,2,49,9,26,26,Long
4,2,160,79,44,44,Long
6,2,160,66,36,30,Long
1,2,49,9,41,41,Long
1,1,49,0,28,13,Short
2,2,25,0,50,27,Short
2,2,25,0,19,10,Short
6,2,160,66,21,15,Medium
4,2,160,79,35,35,Long
2,2,25,0,50,22,Short
2,2,49,8,16,10,Medium
2,2,49,8,47,21,Short
6,2,160,66,28,17,Medium
2,2,25,0,48,20,Short
2,2,49,8,43,21,Short
4,2,160,79,43,37,Long
6,2,160,66,50,43,Long
1,1,49,0,29,16,Short
2,2,49,8,32,18,Short
4,2,160,79,24,20,Long
4,2,160,79,31,22,Medium
2,2,25,0,48,22,Short
1,1,49,0,35,22,Medium
2,2,49,8,12,8,Medium
1,2,49,9,32,32,Long
2,2,49,8,49,24,Short
6,2,160,66,19,14,Medium
4,2,160,79,39,25,Medium
1,2,49,9,50,50,Long
6,2,160,66,23,16,Medium
1,2,49,9,38,38,Long
1,1,49,0,29,14,Short
6,2,160,66,18,13,Medium
1,2,49,9,31,31,Long
1,1,49,0,41,19,Short
2,2,25,0,47,19,Short
2,2,25,0,38,16,Short
1,1,49,0,40,24,Medium
1,2,49,9,29,29,Long
1,1,49,0,20,15,Medium
1,1,49,0,32,31,Long
4,2,160,79,45,29,Medium
4,2,160,79,39,36,Long
4,2,160,79,18,18,Long
4,2,160,79,26,21,Long
2,2,49,8,11,5,Short
2,2,25,0,19,10,Short
1,1,49,0,22,10,Short
6,2,160,66,27,21,Medium
2,2,25,0,36,20,Short
6,2,160,66,27,21,Medium
2,2,49,8,18,12,Medium
4,2,160,79,46,33,Medium
1,1,49,0,29,13,Short
2,2,25,0,35,16,Short
6,2,160,66,28,28,Long
1,2,49,9,49,49,Long
6,2,160,66,10,8,Long
1,2,49,9,45,45,Long
1,1,49,0,36,17,Short
4,2,160,79,41,33,Long
4,2,160,79,19,13,Medium
1,1,49,0,20,16,Long
2,2,25,0,37,16,Short
1,2,49,9,30,30,Long
1,2,49,9,40,40,Long
2,2,49,8,25,15,Medium
6,2,160,66,34,25,Medium
6,2,160,66,26,25,Long
6,2,160,66,21,19,Long
2,2,25,0,11,6,Short
2,2,25,0,35,19,Short
4,2,160,79,40,31,Medium
2,2,49,8,12,8,Medium
2,2,49,8,22,15,Medium
4,2,160,79,35,25,Medium
4,2,160,79,32,32,Long
4,2,160,79,39,29,Medium
4,2,160,79,18,17,Long
1,2,49,9,41,41,Long
1,1,49,0,26,26,Long
1,1,49,0,46,20,Short
2,2,25,0,30,14,Short
1,2,49,9,19,19,Long
4,2,160,79,34,28,Long
1,2,49,9,12,12,Long
1,1,49,0,44,20,Short
2,2,49,8,19,11,Medium
2,2,49,8,50,24,Short
2,2,25,0,40,20,Short
1,1,49,0,48,26,Short
1,1,49,0,31,27,Long
6,2,160,66,50,36,Medium
1,2,49,9,24,24,Long
2,2,25,0,10,6,Medium
4,2,160,79,49,49,Long
1,2,49,9,48,48,Long
1,2,49,9,27,27,Long
1,1,49,0,47,21,Short
4,2,160,79,34,24,Medium
1,2,49,9,16,16,Long
2,2,25,0,41,21,Short
2,2,25,0,20,10,Short
2,2,49,8,45,21,Short
4,2,160,79,35,24,Medium
4,2,160,79,40,36,Long
6,2,160,66,43,39,Long
1,2,49,9,42,42,Long
1,2,49,9,30,30,Long
2,2,49,8,41,20,Short
1,1,49,0,24,12,Short
2,2,25,0,13,8,Medium
1,1,49,0,26,14,Short
1,2,49,9,35,35,Long
1,2,49,9,18,18,Long
2,2,49,8,44,21,Short
1,1,49,0,27,13,Short
1,2,49,9,18,18,Long
2,2,25,0,48,21,Short
1,1,49,0,39,18,Short
6,2,160,66,47,28,Medium
1,1,49,0,38,18,Short
6,2,160,66,25,25,Long
2,2,25,0,11,9,Long
6,2,160,66,10,6,Medium
2,2,49,8,31,17,Short
4,2,160,79,47,39,Long
2,2,49,8,38,21,Short
2,2,49,8,18,13,Medium
2,2,49,8,16,9,Short
2,2,25,0,43,18,Short
1,1,49,0,49,24,Short
1,1,49,0,34,15,Short
4,2,160,79,42,42,Long
1,1,49,0,48,23,Short
1,2,49,9,29,29,Long
2,2,25,0,45,20,Short
1,2,49,9,41,41,Long
2,2,25,0,32,16,Short
1,1,49,0,12,12,Long
2,2,25,0,11,7,Medium
2,2,25,0,40,18,Short
1,1,49,0,30,15,Short
2,2,49,8,50,30,Medium
2,2,25,0,42,17,Short
2,2,49,8,24,13,Short
6,2,160,66,27,23,Long
2,2,25,0,33,19,Short
2,2,49,8,21,13,Medium
4,2,160,79,24,21,Long
4,2,160,79,37,34,Long
2,2,49,8,14,7,Short
6,2,160,66,26,20,Medium
1,2,49,9,31,31,Long
1,1,49,0,50,42,Long
6,2,160,66,45,37,Long
4,2,160,79,44,44,Long
1,1,49,0,39,17,Short
4,2,160,79,42,33,Medium
1,1,49,0,15,9,Medium
4,2,160,79,45,45,Long
6,2,160,66,15,8,Short
6,2,160,66,19,13,Medium
4,2,160,79,39,31,Long
1,1,49,0,33,15,Short
2,2,49,8,20,13,Medium
1,1,49,0,20,10,Short
1,2,49,9,28,28,Long
2,2,49,8,16,10,Medium
1,2,49,9,20,20,Long
2,2,25,0,31,15,Short
2,2,25,0,10,7,Medium
4,2,160,79,38,38,Long
4,2,160,79,32,32,Long
2,2,49,8,28,18,Medium
1,2,49,9,17,17,Long
1,2,49,9,35,35,Long
6,2,160,66,44,44,Long
6,2,160,66,42,31,Medium
1,2,49,9,17,17,Long
1,2,49,9,21,21,Long
1,2,49,9,12,12,Long
6,2,160,66,21,18,Long
6,2,160,66,33,26,Medium
4,2,160,79,22,21,Long
2,2,49,8,26,14,Short
1,2,49,9,27,27,Long
2,2,49,8,16,9,Short
2,2,25,0,14,7,Short
4,2,160,79,50,50,Long
1,2,49,9,38,38,Long
2,2,49,8,34,17,Short
4,2,160,79,38,34,Long
2,2,49,8,39,21,Short
2,2,25,0,33,17,Short
2,2,25,0,30,14,Short
4,2,160,79,44,44,Long
2,2,25,0,19,9,Short
2,2,49,8,46,27,Short
1,1,49,0,28,13,Short
6,2,160,66,47,35,Medium
6,2,160,66,50,41,Long
4,2,160,79,47,38,Long
2,2,49,8,46,22,Short
2,2,25,0,20,10,Short
1,2,49,9,46,46,Long
6,2,160,66,30,30,Long
4,2,160,79,16,11,Medium
1,2,49,9,34,34,Long
1,2,49,9,47,47,Long
1,1,49,0,41,19,Short
2,2,49,8,34,17,Short
6,2,160,66,45,33,Medium
6,2,160,66,45,35,Medium
2,2,25,0,23,11,Short
4,2,160,79,16,14,Long
2,2,25,0,42,19,Short
4,2,160,79,17,11,Medium
6,2,160,66,27,22,Long
6,2,160,66,17,12,Medium
2,2,25,0,30,14,Short
2,2,49,8,30,14,Short
2,2,49,8,50,25,Short
1,1,49,0,29,15,Short
1,2,49,9,29,29,Long
2,2,49,8,48,24,Short
1,1,49,0,25,13,Short
4,2,160,79,20,14,Medium
1,1,49,0,17,9,Short
1,1,49,0,26,12,Short
2,2,25,0,15,7,Short
4,2,160,79,12,12,Long
1,2,49,9,33,33,Long
4,2,160,79,32,32,Long
1,1,49,0,13,8,Medium
6,2,160,66,29,23,Long
1,1,49,0,23,12,Short
4,2,160,79,19,15,Long
6,2,160,66,33,33,Long
2,2,49,8,37,19,Short
2,2,25,0,36,17,Short
1,2,49,9,15,15,Long
2,2,25,0,30,14,Short
4,2,160,79,40,40,Long
6,2,160,66,18,14,Medium
1,2,49,9,20,20,Long
6,2,160,66,13,11,Long
2,2,49,8,48,23,Short
4,2,160,79,17,15,Long
6,2,160,66,27,20,Medium
2,2,25,0,37,15,Short
2,2,49,8,31,16,Short
1,1,49,0,26,13,Short
2,2,25,0,27,12,Short
1,2,49,9,45,45,Long
2,2,49,8,13,9,Medium
4,2,160,79,32,21,Medium
1,2,49,9,12,12,Long
6,2,160,66,43,42,Long
2,2,25,0,12,8,Medium
6,2,160,66,29,19,Medium
2,2,49,8,39,21,Short
2,2,49,8,40,21,Short
1,2,49,9,49,49,Long
2,2,49,8,33,17,Short
1,1,49,0,47,21,Short
1,2,49,9,42,42,Long
1,1,49,0,44,20,Short
2,2,49,8,21,13,Medium
1,1,49,0,34,18,Short
2,2,25,0,30,14,Short
1,1,49,0,22,12,Short
2,2,25,0,33,15,Short
2,2,25,0,40,18,Short
2,2,25,0,29,12,Short
1,1,49,0,28,14,Short
4,2,160,79,32,32,Long
1,1,49,0,47,21,Short
1,1,49,0,24,12,Short
6,2,160,66,42,27,Medium
2,2,25,0,36,17,Short
4,2,160,79,26,26,Long
1,2,49,9,11,11,Long
4,2,160,79,20,20,Long
1,2,49,9,21,21,Long
2,2,49,8,25,19,Medium
2,2,25,0,25,13,Short
1,1,49,0,33,16,Short
2,2,25,0,30,14,Short
1,2,49,9,49,49,Long
2,2,25,0,12,9,Medium
2,2,25,0,15,7,Short
2,2,49,8,48,24,Short
6,2,160,66,29,18,Medium
4,2,160,79,25,24,Long
2,2,25,0,41,18,Short
2,2,49,8,10,7,Medium
2,2,25,0,12,9,Medium
1,1,49,0,30,15,Short
1,1,49,0,24,12,Short
2,2,49,8,41,21,Short
1,1,49,0,50,23,Short
4,2,160,79,46,41,Long
1,2,49,9,22,22,Long
1,1,49,0,41,19,Short
6,2,160,66,22,15,Medium
2,2,49,8,21,12,Short
1,2,49,9,34,34,Long
6,2,160,66,21,12,Short
1,2,49,9,15,15,Long
2,2,49,8,17,11,Medium
2,2,49,8,47,24,Short
1,1,49,0,29,14,Short
2,2,49,8,45,22,Short
6,2,160,66,50,41,Long
4,2,160,79,16,16,Long
4,2,160,79,41,40,Long
2,2,25,0,39,20,Short
6,2,160,66,43,35,Long
1,2,49,9,47,47,Long
6,2,160,66,31,22,Medium
6,2,160,66,27,15,Short
2,2,25,0,33,15,Short
6,2,160,66,25,16,Medium
6,2,160,66,14,9,Medium
2,2,25,0,13,7,Short
2,2,25,0,47,19,Short
1,1,49,0,36,17,Short
2,2,49,8,32,17,Short
1,1,49,0,42,19,Short
2,2,49,8,29,15,Short
4,2,160,79,43,32,Medium
4,2,160,79,30,24,Long
6,2,160,66,17,15,Long
4,2,160,79,24,18,Medium
4,2,160,79,49,49,Long
2,2,25,0,27,12,Short
6,2,160,66,26,16,Medium
4,2,160,79,28,28,Long
1,1,49,0,42,20,Short
1,1,49,0,37,17,Short
2,2,25,0,26,14,Short
2,2,49,8,14,10,Medium
4,2,160,79,34,21,Medium
6,2,160,66,32,23,Medium
6,2,160,66,19,13,Medium
6,2,160,66,37,31,Long
1,1,49,0,11,11,Long
2,2,25,0,49,24,Short
2,2,49,8,12,8,Medium
6,2,160,66,22,14,Medium
4,2,160,79,11,6,Short
2,2,25,0,39,16,Short
4,2,160,79,39,39,Long
1,1,49,0,18,9,Short
2,2,49,8,17,10,Medium
1,1,49,0,40,20,Short
6,2,160,66,15,8,Short
1,2,49,9,34,34,Long
2,2,49,8,11,9,Long
2,2,49,8,46,22,Short
4,2,160,79,21,15,Medium
2,2,49,8,40,21,Short
2,2,25,0,10,8,Long
2,2,49,8,26,14,Short
2,2,25,0,33,15,Short
2,2,25,0,38,17,Short
2,2,25,0,46,19,Short
4,2,160,79,24,19,Long
2,2,49,8,39,20,Short
6,2,160,66,44,37,Long
4,2,160,79,35,33,Long
4,2,160,79,12,9,Medium
2,2,49,8,34,17,Short
2,2,49,8,23,14,Medium
2,2,49,8,42,22,Short
1,1,49,0,22,11,Short
2,2,25,0,41,19,Short
2,2,49,8,36,19,Short
2,2,25,0,19,10,Short
6,2,160,66,16,12,Medium
1,2,49,9,18,18,Long
1,1,49,0,14,9,Medium
6,2,160,66,40,27,Medium
1,2,49,9,21,21,Long
2,2,49,8,38,19,Short
1,1,49,0,26,13,Short
1,1,49,0,36,17,Short
1,2,49,9,41,41,Long
2,2,25,0,50,25,Short
1,2,49,9,45,45,Long
6,2,160,66,15,13,Long
1,2,49,9,44,44,Long
2,2,49,8,36,28,Medium
4,2,160,79,19,19,Long
1,2,49,9,10,10,Long
2,2,49,8,25,15,Medium
2,2,49,8,11,7,Medium
4,2,160,79,11,9,Long
2,2,25,0,14,7,Short
1,2,49,9,10,10,Long
2,2,25,0,17,9,Short
2,2,25,0,31,17,Short
1,1,49,0,27,13,Short
4,2,160,79,34,34,Long
4,2,160,79,36,36,Long
2,2,25,0,16,8,Short
4,2,160,79,27,21,Medium
6,2,160,66,17,12,Medium
4,2,160,79,15,15,Long
2,2,25,0,48,21,Short
6,2,160,66,27,24,Long
1,1,49,0,38,19,Short
1,2,49,9,50,50,Long
6,2,160,66,44,33,Medium
1,2,49,9,23,23,Long
1,2,49,9,29,29,Long
6,2,160,66,28,19,Medium
6,2,160,66,41,34,Long
2,2,49,8,29,16,Short
2,2,25,0,30,14,Short
2,2,49,8,29,19,Medium
2,2,49,8,20,12,Medium
6,2,160,66,31,21,Medium
1,2,49,9,19,19,Long
6,2,160,66,34,33,Long
2,2,49,8,15,10,Medium
2,2,49,8,13,7,Short
2,2,49,8,16,10,Medium
4,2,160,79,35,22,Medium
6,2,160,66,12,10,Long
4,2,160,79,23,19,Long
1,2,49,9,43,43,Long
2,2,25,0,32,15,Short
6,2,160,66,19,19,Long
6,2,160,66,49,35,Medium
1,1,49,0,38,18,Short
2,2,49,8,45,21,Short
6,2,160,66,38,32,Long
6,2,160,66,45,40,Long
4,2,160,79,25,23,Long
2,2,25,0,29,13,Short
1,1,49,0,42,19,Short
6,2,160,66,36,28,Medium
1,1,49,0,47,23,Short
1,2,49,9,44,44,Long
6,2,160,66,42,30,Medium
4,2,160,79,47,40,Long
1,1,49,0,42,19,Short
2,2,49,8,16,10,Medium
2,2,25,0,10,7,Medium
1,2,49,9,31,31,Long
1,2,49,9,33,33,Long
1,2,49,9,20,20,Long
4,2,160,79,49,37,Medium
2,2,25,0,12,7,Medium
6,2,160,66,44,44,Long
2,2,49,8,44,22,Short
6,2,160,66,34,23,Medium
4,2,160,79,28,19,Medium
4,2,160,79,10,5,Short
4,2,160,79,40,30,Medium
6,2,160,66,18,14,Medium
2,2,49,8,16,10,Medium
6,2,160,66,25,16,Medium
6,2,160,66,31,29,Long
1,2,49,9,21,21,Long
2,2,49,8,44,21,Short
1,1,49,0,11,7,Medium
2,2,25,0,24,13,Short
6,2,160,66,48,35,Medium
2,2,49,8,16,9,Short
2,2,25,0,36,18,Short
2,2,49,8,39,24,Medium
2,2,49,8,25,14,Short
1,1,49,0,34,18,Short
2,2,49,8,32,17,Short
1,1,49,0,29,15,Short
1,2,49,9,48,48,Long
2,2,25,0,30,15,Short
1,2,49,9,32,32,Long
6,2,160,66,33,33,Long
6,2,160,66,25,24,Long
2,2,49,8,29,18,Medium
1,2,49,9,29,29,Long
2,2,49,8,43,20,Short
4,2,160,79,19,17,Long
1,2,49,9,35,35,Long
6,2,160,66,23,18,Medium
1,2,49,9,33,33,Long
2,2,49,8,42,22,Short
1,2,49,9,41,41,Long
6,2,160,66,29,29,Long
1,1,49,0,27,18,Medium
4,2,160,79,44,38,Long
1,1,49,0,47,23,Short
2,2,25,0,11,5,Short
6,2,160,66,48,48,Long
1,1,49,0,29,13,Short
1,2,49,9,28,28,Long
6,2,160,66,30,27,Long
4,2,160,79,47,35,Medium
6,2,160,66,38,28,Medium
2,2,49,8,38,19,Short
1,2,49,9,13,13,Long
6,2,160,66,47,40,Long
2,2,49,8,26,14,Short
2,2,49,8,34,18,Short
2,2,25,0,24,11,Short
1,1,49,0,36,16,Short
2,2,49,8,25,15,Medium
4,2,160,79,12,10,Long
1,2,49,9,43,43,Long
4,2,160,79,14,14,Long
1,2,49,9,44,44,Long
6,2,160,66,33,33,Long
2,2,25,0,50,22,Short
2,2,25,0,20,12,Medium
4,2,160,79,45,35,Medium
1,2,49,9,46,46,Long
6,2,160,66,32,21,Medium
1,1,49,0,14,8,Medium
1,1,49,0,36,19,Short
4,2,160,79,45,40,Long
1,2,49,9,25,25,Long
2,2,49,8,17,14,Long
4,2,160,79,12,12,Long
1,2,49,9,18,18,Long
2,2,25,0,32,15,Short
4,2,160,79,31,22,Medium
1,1,49,0,40,19,Short
4,2,160,79,30,30,Long
2,2,49,8,50,24,Short
1,1,49,0,18,10,Short
4,2,160,79,24,21,Long
2,2,25,0,17,10,Medium
1,1,49,0,37,22,Medium
2,2,25,0,20,10,Short
2,2,25,0,14,6,Short
6,2,160,66,45,41,Long
6,2,160,66,18,11,Medium
4,2,160,79,21,13,Medium
4,2,160,79,18,16,Long
4,2,160,79,44,44,Long
6,2,160,66,39,22,Short
6,2,160,66,22,22,Long
1,2,49,9,44,44,Long
1,1,49,0,48,21,Short
1,1,49,0,20,12,Medium
6,2,160,66,18,11,Medium
2,2,49,8,11,7,Medium
2,2,25,0,32,15,Short
1,2,49,9,45,45,Long
4,2,160,79,11,5,Short
2,2,49,8,37,18,Short
1,2,49,9,15,15,Long
1,1,49,0,33,15,Short
4,2,160,79,49,44,Long
2,2,25,0,50,26,Short
1,1,49,0,34,19,Short
1,1,49,0,11,11,Long
4,2,160,79,14,6,Short
2,2,25,0,28,14,Short
2,2,49,8,14,10,Medium
2,2,25,0,49,21,Short
2,2,25,0,23,16,Medium
2,2,49,8,11,8,Medium
1,2,49,9,26,26,Long
1,1,49,0,38,18,Short
6,2,160,66,46,28,Medium
1,1,49,0,11,11,Long
2,2,25,0,48,22,Short
2,2,49,8,43,21,Short
6,2,160,66,26,22,Long
2,2,49,8,28,16,Short
4,2,160,79,13,12,Long
1,2,49,9,21,21,Long
2,2,49,8,13,8,Medium
4,2,160,79,43,37,Long
6,2,160,66,50,33,Medium
6,2,160,66,20,15,Medium
2,2,25,0,47,20,Short
4,2,160,79,26,25,Long
1,1,49,0,19,9,Short
2,2,25,0,38,20,Short
6,2,160,66,44,37,Long
6,2,160,66,13,7,Short
6,2,160,66,28,28,Long
1,2,49,9,49,49,Long
1,2,49,9,20,20,Long
1,1,49,0,21,10,Short
1,1,49,0,48,37,Medium
4,2,160,79,44,44,Long
2,2,49,8,17,11,Medium
2,2,25,0,41,18,Short
1,1,49,0,29,13,Short
6,2,160,66,41,39,Long
2,2,25,0,44,20,Short
2,2,25,0,16,9,Short
2,2,49,8,26,14,Short
2,2,25,0,40,19,Short
2,2,49,8,30,16,Short
4,2,160,79,24,23,Long
2,2,25,0,13,9,Medium
6,2,160,66,14,7,Short
2,2,25,0,40,20,Short
2,2,25,0,39,16,Short
1,2,49,9,29,29,Long
1,2,49,9,36,36,Long
2,2,25,0,13,7,Short
4,2,160,79,41,31,Medium
1,2,49,9,38,38,Long
2,2,25,0,50,24,Short
1,1,49,0,15,8,Short
1,2,49,9,48,48,Long
1,2,49,9,37,37,Long
2,2,25,0,38,18,Short
1,1,49,0,40,19,Short
2,2,25,0,28,14,Short
1,1,49,0,43,22,Short
1,1,49,0,50,23,Short
2,2,25,0,38,20,Short
6,2,160,66,32,32,Long
2,2,25,0,37,17,Short
4,2,160,79,27,19,Medium
1,2,49,9,49,49,Long
4,2,160,79,16,16,Long
2,2,49,8,40,20,Short
1,1,49,0,42,19,Short
2,2,49,8,20,13,Medium
4,2,160,79,35,21,Medium
6,2,160,66,35,31,Long
2,2,49,8,23,14,Medium
1,2,49,9,45,45,Long
4,2,160,79,49,32,Medium
6,2,160,66,39,30,Medium
2,2,49,8,33,19,Short
4,2,160,79,44,38,Long
4,2,160,79,41,34,Long
4,2,160,79,27,25,Long
4,2,160,79,36,21,Short
1,1,49,0,15,9,Medium
1,2,49,9,16,16,Long
2,2,25,0,45,21,Short
2,2,25,0,40,18,Short
2,2,49,8,45,33,Medium
2,2,25,0,12,7,Medium
6,2,160,66,11,10,Long
4,2,160,79,12,5,Short
1,2,49,9,39,39,Long
6,2,160,66,26,15,Short
1,2,49,9,17,17,Long
4,2,160,79,42,26,Medium
1,2,49,9,10,10,Long
6,2,160,66,29,20,Medium
2,2,49,8,32,16,Short
2,2,49,8,47,23,Short
1,1,49,0,33,15,Short
1,2,49,9,40,40,Long
2,2,49,8,17,10,Medium
2,2,25,0,38,19,Short
1,2,49,9,32,32,Long
1,2,49,9,12,12,Long
2,2,49,8,17,10,Medium
4,2,160,79,39,31,Long
4,2,160,79,26,22,Long
1,2,49,9,32,32,Long
2,2,25,0,45,22,Short
1,1,49,0,18,15,Long
2,2,25,0,23,11,Short
2,2,49,8,40,21,Short
2,2,49,8,40,21,Short
6,2,160,66,48,32,Medium
1,1,49,0,31,14,Short
1,1,49,0,19,15,Long
1,2,49,9,15,15,Long
1,2,49,9,36,36,Long
2,2,25,0,49,21,Short
1,1,49,0,28,14,Short
2,2,49,8,15,12,Long
1,1,49,0,27,13,Short
1,2,49,9,11,11,Long
1,1,49,0,39,19,Short
1,2,49,9,33,33,Long
2,2,49,8,20,13,Medium
6,2,160,66,40,32,Long
1,1,49,0,11,7,Medium
2,2,25,0,50,22,Short
2,2,49,8,46,23,Short
2,2,49,8,23,13,Short
2,2,49,8,12,8,Medium
4,2,160,79,21,17,Long
2,2,49,8,48,24,Short
1,2,49,9,18,18,Long
4,2,160,79,37,34,Long
1,2,49,9,45,45,Long
4,2,160,79,47,31,Medium
2,2,49,8,21,13,Medium
1,1,49,0,43,20,Short
2,2,25,0,48,23,Short
2,2,25,0,46,20,Short
6,2,160,66,44,32,Medium
4,2,160,79,27,27,Long
4,2,160,79,45,31,Medium
1,1,49,0,47,33,Medium
1,1,49,0,47,21,Short
2,2,49,8,48,30,Medium
1,1,49,0,13,7,Short
2,2,25,0,14,9,Medium
2,2,49,8,50,24,Short
1,1,49,0,29,13,Short
6,2,160,66,11,6,Short
1,2,49,9,29,29,Long
1,2,49,9,39,39,Long
4,2,160,79,49,45,Long
4,2,160,79,14,14,Long
1,2,49,9,27,27,Long
4,2,160,79,18,18,Long
4,2,160,79,21,14,Medium
2,2,49,8,29,16,Short
4,2,160,79,43,35,Long
1,2,49,9,40,40,Long
1,2,49,9,44,44,Long
2,2,49,8,12,7,Medium
6,2,160,66,23,18,Medium
1,2,49,9,19,19,Long
1,1,49,0,18,10,Short
6,2,160,66,15,12,Long
6,2,160,66,24,15,Medium
6,2,160,66,25,22,Long
4,2,160,79,22,12,Short
1,2,49,9,44,44,Long
2,2,49,8,49,25,Short
2,2,49,8,16,10,Medium
2,2,49,8,16,16,Long
4,2,160,79,33,33,Long
1,2,49,9,18,18,Long
4,2,160,79,12,6,Short
1,1,49,0,49,21,Short
4,2,160,79,44,36,Long
4,2,160,79,43,43,Long
2,2,49,8,29,15,Short
4,2,160,79,22,12,Short
1,2,49,9,10,10,Long
6,2,160,66,12,8,Medium
2,2,49,8,10,7,Medium
1,2,49,9,25,25,Long
2,2,49,8,27,14,Short
6,2,160,66,33,29,Long
1,2,49,9,11,11,Long
1,1,49,0,22,16,Medium
6,2,160,66,28,28,Long
1,2,49,9,11,11,Long
4,2,160,79,10,5,Short
2,2,49,8,10,7,Medium
2,2,49,8,47,23,Short
1,1,49,0,45,21,Short
2,2,49,8,31,17,Short
6,2,160,66,22,13,Medium
4,2,160,79,50,48,Long
2,2,49,8,20,12,Medium
2,2,49,8,18,11,Medium
2,2,49,8,22,12,Short
2,2,49,8,39,19,Short
6,2,160,66,42,42,Long
2,2,25,0,26,13,Short
6,2,160,66,23,14,Medium
2,2,25,0,26,11,Short
1,1,49,0,28,16,Short
2,2,49,8,40,20,Short
1,2,49,9,17,17,Long
2,2,49,8,43,22,Short
2,2,25,0,47,22,Short
2,2,49,8,39,18,Short
2,2,25,0,49,24,Short
