Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds,Rounds Played,Agents Lied
2,2,25,0,10,11
2,2,25,0,10,8
4,2,160,79,10,11
4,2,160,79,10,11
4,2,160,79,10,10,6,true
4,2,160,79,10,10,5,true
4,2,160,79,2,10,6,true
4,2,160,79,2,10,11,true
4,2,160,79,0.02,10,5,false
4,2,160,79,0.02,50,31,false
4,2,160,79,0.02,50,51,false
4,2,160,79,0.02,50,43,false
