Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds,Rounds Played,Agents Lied
2,2,25,0,0.09143696474996066,29,12,false
1,2,49,9,0.03436083201263285,41,41,false
1,2,49,9,0.8079694930755593,13,13,false
1,2,49,9,0.22274274017811646,34,34,false
2,2,25,0,0.8080605912277103,40,18,true
4,2,160,79,0.8835482091110421,19,13,true
4,2,160,79,0.2171823927426133,42,29,true
1,2,49,9,0.5179265070474041,28,28,false
2,2,49,8,0.4361848856380649,12,10,false
6,2,160,66,0.6664921999279478,45,30,true
2,2,49,8,0.693932337949321,10,7,true
6,2,160,66,0.1957097758037818,12,8,true
1,1,49,0,0.14330683283902235,20,12,false
1,2,49,9,0.9808298253827777,23,23,false
2,2,49,8,0.6047538490450085,30,16,false
4,2,160,79,0.011658242793213813,13,13,false
1,2,49,9,0.9479092773270817,15,15,false
2,2,49,8,0.8310650808232124,16,14,true
2,2,25,0,0.6102404765595328,43,20,false
4,2,160,79,0.153400316478145,33,24,false
1,1,49,0,0.6422162264184428,20,11,false
2,2,25,0,0.7533525844471991,34,16,false
1,2,49,9,0.6302905249369078,29,29,false
2,2,49,8,0.30439801188919413,17,9,false
2,2,25,0,0.1134508583603594,35,15,false
2,2,25,0,0.41226837274671035,39,21,false
1,1,49,0,0.5086365060597693,26,13,false
1,2,49,9,0.8088262041514476,44,44,true
1,2,49,9,0.48312394735746433,44,44,false
2,2,49,8,0.6888509206751626,32,15,false
2,2,49,8,0.7005305245560478,10,8,false
2,2,25,0,0.021809454737663714,20,12,false
4,2,160,79,0.817837150361181,35,22,false
2,2,49,8,0.4904446724422358,21,12,false
1,1,49,0,0.3421894123062297,13,8,false
2,2,25,0,0.08707937782761332,45,20,true
1,2,49,9,0.5415989724143875,42,42,false
2,2,25,0,0.5399910918644465,25,12,false
6,2,160,66,0.8492723281159894,38,32,true
6,2,160,66,0.6426497904883014,29,24,true
4,2,160,79,0.4997419500280903,26,26,false
1,1,49,0,0.29957106136407763,39,18,false
4,2,160,79,0.7802806491435447,16,13,false
6,2,160,66,0.02740290644596477,23,23,false
2,2,25,0,0.8087552105446263,17,7,false
1,2,49,9,0.9413787300709978,24,24,true
2,2,49,8,0.9037351909543374,48,21,true
1,1,49,0,0.7656868293110503,15,9,false
1,1,49,0,0.01907575545546014,20,11,false
1,2,49,9,0.023632970889479465,35,35,false
6,2,160,66,0.6274854613949149,36,25,true
2,2,49,8,0.9103071251493654,14,9,false
6,2,160,66,0.13471720193555026,42,32,false
2,2,25,0,0.7657884382533874,48,22,false
1,1,49,0,0.9999340999552976,37,17,false
4,2,160,79,0.0716067382462251,16,11,false
2,2,25,0,0.49229066005050226,29,13,false
1,2,49,9,0.5860353367103953,22,22,false
6,2,160,66,0.8325809741989539,15,12,true
1,1,49,0,0.5596159571669447,46,28,false
1,2,49,9,0.03442538786537708,31,31,false
1,2,49,9,0.9731753728302528,11,11,false
2,2,49,8,0.07808091973641229,45,23,false
1,2,49,9,0.2411479916203061,17,17,false
6,2,160,66,0.5198536128203635,47,25,true
6,2,160,66,0.20719831501505204,42,35,true
1,1,49,0,0.5814440145530216,45,28,false
2,2,25,0,0.21825193342804217,35,19,false
4,2,160,79,0.28592657067882665,50,30,false
2,2,49,8,0.2443279118387368,19,11,false
2,2,49,8,0.5790455035476944,22,13,false
6,2,160,66,0.7234615129983819,44,30,false
1,2,49,9,0.12188879403194308,48,48,false
1,2,49,9,0.7327870276365896,24,24,false
1,2,49,9,0.8973441967559985,14,14,false
2,2,25,0,0.43765083613879363,16,10,false
6,2,160,66,0.9707828567298704,39,35,false
2,2,49,8,0.047652466985034336,40,21,false
4,2,160,79,0.0041320680376475405,50,40,false
2,2,25,0,0.16997127801415013,38,19,false
2,2,49,8,0.262373761608763,10,7,false
1,2,49,9,0.8567422933055973,21,21,false
1,1,49,0,0.18854615315288614,28,15,false
2,2,49,8,0.3356814885570034,22,12,false
6,2,160,66,0.14455705591711976,31,29,false
1,2,49,9,0.360640417193524,45,45,false
1,1,49,0,0.7612532388525612,17,9,false
2,2,49,8,0.4737147606356794,15,13,true
4,2,160,79,0.938724530576623,16,12,false
1,2,49,9,0.028894066489345782,20,20,false
1,1,49,0,0.44586231789090724,13,13,false
1,1,49,0,0.20165329212975425,47,21,false
2,2,49,8,0.913683837945123,47,22,true
6,2,160,66,0.37610176889272395,18,12,true
4,2,160,79,0.1984075941202348,18,18,false
4,2,160,79,0.8569219598126424,28,28,true
6,2,160,66,0.06484069873635434,18,13,false
1,1,49,0,0.13306539701255715,50,22,false
2,2,25,0,0.9216965712372183,24,15,true
1,2,49,9,0.6454738034000297,12,12,false
6,2,160,66,0.3632258491226362,13,12,true
1,2,49,9,0.22530678553637795,13,13,false
1,2,49,9,0.3706960480126954,39,39,true
1,2,49,9,0.8582581729111705,23,23,false
1,1,49,0,0.19572498266364158,48,22,false
1,1,49,0,0.2431572051076284,36,17,false
1,2,49,9,0.6790806900297695,15,15,false
2,2,25,0,0.222739127576564,36,17,false
2,2,49,8,0.07905214941604866,13,9,false
1,1,49,0,0.8155781569261522,30,16,false
2,2,25,0,0.5577641760336332,46,19,false
4,2,160,79,0.16725300309800295,44,28,false
2,2,25,0,0.24976388151970796,36,17,false
4,2,160,79,0.7498522619037313,33,33,true
2,2,25,0,0.8927748413869171,25,11,false
1,2,49,9,0.07736281902005138,21,21,false
1,1,49,0,0.7318585100090891,15,8,false
4,2,160,79,0.5577230000288423,35,23,true
2,2,49,8,0.581842290789579,32,17,false
6,2,160,66,0.556164174894915,13,8,false
2,2,49,8,0.17216644673960313,47,22,true
2,2,25,0,0.539268305711771,42,18,false
2,2,49,8,0.5155771994717491,39,24,false
6,2,160,66,0.39744153050004705,29,28,false
1,2,49,9,0.6736786366626755,13,13,false
4,2,160,79,0.5435637405622251,40,40,false
2,2,25,0,0.8373755018012957,15,9,true
6,2,160,66,0.21160711622761952,33,25,false
4,2,160,79,0.6792143571264782,42,33,true
4,2,160,79,0.7494679038335427,24,24,true
4,2,160,79,0.8467230069050637,39,39,true
2,2,49,8,0.9332272754541167,23,14,true
1,1,49,0,0.9256387317995676,40,19,false
6,2,160,66,0.5975278708302686,34,23,true
1,1,49,0,0.609432784190215,39,18,false
1,2,49,9,0.3667540156588983,24,24,false
2,2,49,8,0.14996902518083466,33,17,false
1,2,49,9,0.5699027482076464,22,22,false
6,2,160,66,0.8809596071775265,45,45,true
2,2,25,0,0.7640212055048906,25,14,false
1,1,49,0,0.9303387856297147,19,10,false
2,2,49,8,0.04930629540524356,42,20,false
6,2,160,66,0.8629863441608359,19,14,false
2,2,49,8,0.36027351912912065,19,11,false
2,2,25,0,0.07245920622769486,10,9,false
2,2,25,0,0.7344352401898302,46,21,false
2,2,49,8,0.8763506036764744,40,21,false
4,2,160,79,0.9795899481466118,45,44,true
1,1,49,0,0.5086401257436182,48,24,false
4,2,160,79,0.4711198296924316,31,28,true
4,2,160,79,0.22418779919370158,43,37,true
2,2,25,0,0.5468205679255581,25,14,true
1,1,49,0,0.4691193915758023,12,12,false
6,2,160,66,0.4608960324097068,27,22,true
6,2,160,66,0.9112656043141212,19,8,true
2,2,49,8,0.22754086395114592,47,23,false
6,2,160,66,0.25615844155626344,42,26,true
4,2,160,79,0.871502695379761,32,26,true
4,2,160,79,0.8437992842451187,17,11,false
4,2,160,79,0.24056264115500836,24,21,false
2,2,25,0,0.47827290178173,23,12,false
2,2,49,8,0.4463722079464193,50,26,false
2,2,49,8,0.7390822528195023,46,23,false
2,2,49,8,0.5767533471746313,18,12,false
4,2,160,79,0.11974998440383522,37,30,false
1,1,49,0,0.4965705402090297,18,12,false
2,2,49,8,0.9096328266044965,20,14,true
2,2,25,0,0.6155356814360496,29,16,false
6,2,160,66,0.3904244020017985,40,37,false
6,2,160,66,0.9313133440118124,48,36,true
4,2,160,79,0.007385213393764634,45,35,false
6,2,160,66,0.10880924625793587,21,13,false
6,2,160,66,0.6270743972556148,15,12,false
4,2,160,79,0.6373914794408139,35,27,false
1,1,49,0,0.29688537803687853,35,16,false
1,1,49,0,0.18582861456332833,35,17,false
2,2,25,0,0.32449301630594685,44,19,false
6,2,160,66,0.8934000904831524,35,22,true
4,2,160,79,0.630912565739631,33,16,true
4,2,160,79,0.5781054106793269,28,22,false
2,2,25,0,0.8509483156260161,14,6,false
4,2,160,79,0.6304920843958329,31,23,true
1,2,49,9,0.1361609687985541,31,31,false
4,2,160,79,0.3485337742975374,31,22,true
1,1,49,0,0.4693787095377686,11,11,false
1,1,49,0,0.9989654272608767,44,20,false
6,2,160,66,0.0697874580032326,21,18,false
1,2,49,9,0.4737041377871507,21,21,false
1,1,49,0,0.977495167745315,23,13,false
2,2,25,0,0.13459671453652988,22,10,false
2,2,25,0,0.17245915111093124,29,17,false
2,2,49,8,0.5495489267415098,49,24,false
2,2,49,8,0.6850568007513783,23,13,false
6,2,160,66,0.6721807185356339,39,38,true
2,2,49,8,0.5855980873572926,30,17,false
1,2,49,9,0.8988630627439455,45,45,true
2,2,25,0,0.013051459933271725,33,15,false
2,2,25,0,0.9647473542103552,24,12,false
4,2,160,79,0.8713249950545723,46,24,true
6,2,160,66,0.7769482022004558,15,8,true
1,1,49,0,0.6033802419113947,26,13,false
2,2,49,8,0.5445710170570399,23,14,false
6,2,160,66,0.5892652048048421,33,30,false
1,2,49,9,0.5993452483834537,32,32,true
1,1,49,0,0.11004352776598592,20,20,false
6,2,160,66,0.10570478221198731,39,30,false
4,2,160,79,0.05354273519459696,49,39,false
2,2,49,8,0.46372951672804774,42,21,true
6,2,160,66,0.9408531337041357,35,21,true
2,2,25,0,0.45002100758093044,33,14,false
6,2,160,66,0.5545002901160706,50,49,true
6,2,160,66,0.4132547155982019,39,21,false
2,2,49,8,0.35514981941686885,18,12,false
6,2,160,66,0.656138339379135,31,29,false
1,1,49,0,0.25688268589924945,23,11,false
4,2,160,79,0.3322950406344526,47,45,true
4,2,160,79,0.13577202105282227,20,18,false
4,2,160,79,0.769294241661958,39,28,false
2,2,25,0,0.9542465111043403,26,13,true
2,2,49,8,0.9901422987579993,24,14,false
1,1,49,0,0.4328064914017473,33,16,false
1,2,49,9,0.2754306685614597,45,45,false
2,2,25,0,0.08503280212555508,22,10,false
2,2,49,8,0.8848351586318731,45,23,true
1,1,49,0,0.5351199011371449,49,22,false
1,2,49,9,0.28736118459780213,29,29,false
2,2,49,8,0.09028306896402483,13,9,false
6,2,160,66,0.5322409418991836,12,8,false
2,2,49,8,0.2744596104074303,48,32,true
2,2,49,8,0.323394463949647,33,16,false
4,2,160,79,0.167687013376268,44,27,false
1,1,49,0,0.09642605924117187,38,38,false
1,2,49,9,0.2769034261901524,43,43,false
4,2,160,79,0.3568314059671548,19,17,false
2,2,25,0,0.42331443496972676,29,14,false
4,2,160,79,0.5804874616834507,44,29,true
2,2,25,0,0.6642659489649995,13,8,false
1,2,49,9,0.823079107889607,35,35,false
1,1,49,0,0.4305354580189238,24,12,false
6,2,160,66,0.9232485555054785,11,6,false
2,2,25,0,0.2478793935726079,11,6,false
6,2,160,66,0.836241663180258,39,33,true
4,2,160,79,0.8590962403632856,43,36,false
2,2,25,0,0.5370124297216327,33,15,false
1,1,49,0,0.5414939228182072,49,21,false
1,2,49,9,0.8034309494136687,33,33,true
1,2,49,9,0.3703192936430454,22,22,false
1,2,49,9,0.6047845863743405,45,45,false
4,2,160,79,0.1219477993332464,49,49,true
2,2,49,8,0.32119086822641296,45,24,false
2,2,25,0,0.5019190128362103,18,9,false
4,2,160,79,0.2646705693719926,29,17,false
1,1,49,0,0.7602014075957132,39,20,false
6,2,160,66,0.3370316073831622,38,38,false
2,2,25,0,0.8290757630523762,29,14,true
4,2,160,79,0.3563620856959615,21,14,false
6,2,160,66,0.45488845767327857,38,32,true
2,2,49,8,0.5460066079537428,11,6,false
1,2,49,9,0.6532470428112229,27,27,false
1,1,49,0,0.8013916703089569,31,15,false
2,2,49,8,0.3124860027832571,36,18,false
6,2,160,66,0.99465452928101,42,24,false
2,2,49,8,0.5505261737047435,40,21,false
1,2,49,9,0.7153589373446803,37,37,false
2,2,49,8,0.05295913387296802,48,27,false
1,2,49,9,0.8989852685139763,16,16,true
4,2,160,79,0.41452480996735863,47,38,false
1,2,49,9,0.2899692560837118,17,17,false
2,2,49,8,0.7989186298123675,15,11,true
1,2,49,9,0.5064344150748604,19,19,true
1,2,49,9,0.3527017989619784,33,33,false
1,1,49,0,0.46595596730555466,26,19,false
6,2,160,66,0.49989403677343514,25,16,false
1,1,49,0,0.9299355764351523,13,12,false
6,2,160,66,0.6622353280490781,29,20,true
2,2,49,8,0.4746436076416938,50,25,false
2,2,25,0,0.4452122025282891,27,12,false
4,2,160,79,0.6761615989171448,30,22,false
2,2,49,8,0.3439418577783151,36,18,false
6,2,160,66,0.942604524991087,13,10,true
6,2,160,66,0.06414869066936812,20,15,false
2,2,25,0,0.38301587788454605,23,10,false
4,2,160,79,0.6689918010731518,12,5,false
2,2,25,0,0.9794394686703572,31,14,false
1,1,49,0,0.15388854657093987,39,18,false
2,2,25,0,0.6838011134060095,23,14,false
4,2,160,79,0.15784735935986616,39,24,false
6,2,160,66,0.31797386701025776,22,13,false
6,2,160,66,0.050548815628815635,40,34,false
1,2,49,9,0.33527522508114216,34,34,false
6,2,160,66,0.7068207274561585,26,26,true
2,2,25,0,0.11114037412333866,11,8,true
2,2,25,0,0.6517088523062665,31,13,false
6,2,160,66,0.12835080707227375,31,31,false
4,2,160,79,0.22247471843426536,22,15,true
1,1,49,0,0.49633345542139895,34,16,false
6,2,160,66,0.13482827286022647,22,21,false
1,1,49,0,0.005942357034557699,40,18,false
2,2,49,8,0.9012761034974492,14,9,false
2,2,49,8,0.9095425952217674,12,7,false
1,2,49,9,0.06955796190436792,20,20,false
1,1,49,0,0.754746049167352,49,22,false
2,2,49,8,0.1467673159040047,47,23,false
1,1,49,0,0.043434990878200685,39,19,false
2,2,25,0,0.4602943219023291,47,20,false
6,2,160,66,0.8743444360108875,18,15,true
1,2,49,9,0.8998796453299233,44,44,true
2,2,25,0,0.5340198241795082,15,9,false
6,2,160,66,0.3880872294974236,50,49,true
6,2,160,66,0.6650076148957562,19,14,true
1,2,49,9,0.22464825783468467,29,29,false
4,2,160,79,0.13746857529044842,14,6,false
2,2,25,0,0.46483822939485975,50,23,false
6,2,160,66,0.3253536422590825,40,27,false
4,2,160,79,0.8725648499369059,31,27,true
6,2,160,66,0.88811816966232,38,38,true
1,2,49,9,0.7626094810523413,16,16,false
6,2,160,66,0.35912526632585995,39,29,false
1,1,49,0,0.9001346608909935,35,16,false
2,2,49,8,0.4219396411746512,35,20,false
1,2,49,9,0.11018609296828408,36,36,false
2,2,49,8,0.2520646860971436,30,18,true
1,2,49,9,0.9471890066061484,43,43,false
2,2,25,0,0.8958213500487782,39,17,false
1,1,49,0,0.14080854567303314,13,8,false
1,2,49,9,0.7337752286467517,10,10,false
2,2,49,8,0.42947338500636134,33,17,false
1,1,49,0,0.9215932429868113,26,12,false
1,1,49,0,0.1298348151577725,41,20,false
1,1,49,0,0.4554819130316584,15,12,false
4,2,160,79,0.25389779533863854,38,29,true
1,2,49,9,0.7564377243710543,10,10,false
6,2,160,66,0.6608346211526681,46,43,true
4,2,160,79,0.2677399124634071,50,35,false
2,2,49,8,0.710675099318201,39,20,false
4,2,160,79,0.9048061738118596,20,20,false
2,2,25,0,0.33062571638744476,10,8,false
1,2,49,9,0.14899049650034601,15,15,false
4,2,160,79,0.6100785131004726,38,38,false
2,2,49,8,0.6990939845072119,38,19,true
1,2,49,9,0.5907090483670054,28,28,false
4,2,160,79,0.6396326864710672,26,18,true
2,2,25,0,0.6841980583247745,49,24,false
1,1,49,0,0.07342860962571762,25,13,false
4,2,160,79,0.2703687651327228,10,7,false
1,2,49,9,0.22037088908059366,11,11,false
6,2,160,66,0.17390260443071748,19,14,false
4,2,160,79,0.2678466292384726,42,25,true
2,2,25,0,0.6186812627061868,20,10,true
2,2,49,8,0.06636185262678329,40,20,false
1,1,49,0,0.19927050058964546,45,22,false
1,1,49,0,0.5945558102866328,42,18,false
4,2,160,79,0.7031798287467809,33,15,true
2,2,49,8,0.5300523432665774,13,7,false
6,2,160,66,0.6302088683834224,39,31,true
6,2,160,66,0.4008234719827417,22,14,false
2,2,49,8,0.8136774939095438,20,13,true
6,2,160,66,0.005655106857624936,24,17,false
6,2,160,66,0.5449097524620466,20,19,true
2,2,49,8,0.6702281167074741,46,22,false
1,1,49,0,0.9720043814115195,34,16,false
2,2,49,8,0.6015628320863702,44,21,false
2,2,25,0,0.8639774943185394,20,10,false
1,2,49,9,0.3062675616849757,17,17,false
4,2,160,79,0.8256494111033101,12,5,false
2,2,49,8,0.28646601117135395,28,17,false
4,2,160,79,0.9317679907222022,10,10,false
1,2,49,9,0.7560912132392482,45,45,false
6,2,160,66,0.23562998067743146,12,6,false
2,2,49,8,0.9937209899886675,44,22,false
1,1,49,0,0.6262757108303999,37,16,false
6,2,160,66,0.7459239089914564,28,27,false
1,1,49,0,0.686005242382314,10,7,false
1,1,49,0,0.19711155977625372,45,22,false
4,2,160,79,0.08098871603203273,42,40,false
1,1,49,0,0.4269607871200577,42,22,false
1,2,49,9,0.869376347487698,22,22,true
1,1,49,0,0.3559629230485848,24,12,false
1,2,49,9,0.683821440301246,46,46,false
6,2,160,66,0.5367454620075778,18,14,false
1,2,49,9,0.3047353974930259,20,20,false
1,1,49,0,0.1925765351089156,47,20,false
4,2,160,79,0.030865705748352235,13,13,false
1,1,49,0,0.1259862701219464,45,21,false
1,2,49,9,0.3121101272008532,28,28,false
6,2,160,66,0.2135118892516633,50,46,false
4,2,160,79,0.5543092650691335,50,38,true
1,2,49,9,0.8771569518761465,38,38,false
2,2,49,8,0.26800800545822234,33,17,false
2,2,49,8,0.26003252490537376,31,17,false
6,2,160,66,0.5272414814568228,48,36,true
2,2,49,8,0.16192170974550568,47,23,false
1,2,49,9,0.8667990892023623,47,47,false
1,2,49,9,0.035830775607183174,40,40,false
2,2,49,8,0.7435670047525057,21,12,false
2,2,25,0,0.6728808391717733,35,16,false
1,2,49,9,0.5474193128883007,24,24,false
2,2,25,0,0.2561277666454601,21,12,false
1,2,49,9,0.5669244429227106,19,19,false
1,2,49,9,0.678102798820785,17,17,false
2,2,25,0,0.9729699653812998,15,10,true
2,2,25,0,0.6231860679802697,40,18,true
2,2,25,0,0.8852301126263595,45,26,false
2,2,25,0,0.4323843616802657,44,18,false
2,2,49,8,0.5495118484629871,50,24,true
2,2,25,0,0.6088102794210828,13,8,false
6,2,160,66,0.5236111704140457,49,34,true
1,2,49,9,0.2548515704440065,22,22,true
2,2,25,0,0.764496721239804,23,11,false
1,1,49,0,0.3614346471433353,27,13,false
2,2,25,0,0.9789997900359925,27,11,false
2,2,49,8,0.6824405544740497,23,15,false
1,2,49,9,0.8564113738850034,30,30,false
6,2,160,66,0.6760734321350438,28,28,false
1,1,49,0,0.6500023821861641,16,9,false
1,2,49,9,0.33875024823300204,47,47,false
1,1,49,0,0.2248812102751211,35,16,false
4,2,160,79,0.6584333499942447,10,10,false
2,2,49,8,0.21676958722309259,30,15,true
6,2,160,66,0.3518624752835795,25,19,false
6,2,160,66,0.3399307872576408,11,6,false
4,2,160,79,0.17333370712470886,45,35,false
1,2,49,9,0.8248734860579809,31,31,false
4,2,160,79,0.7093150134347095,29,22,false
2,2,25,0,0.8083777384937177,43,20,true
1,2,49,9,0.8953582985079939,11,11,false
2,2,25,0,0.49453621894529143,15,10,false
6,2,160,66,0.28898250931328273,16,8,false
2,2,49,8,0.5547240562319873,50,23,true
1,2,49,9,0.9088962513420852,35,35,false
1,1,49,0,0.6586244941736222,29,15,false
2,2,25,0,0.8930983570947129,41,20,false
1,2,49,9,0.2922521870251845,41,41,false
1,2,49,9,0.024629222999446587,36,36,false
1,2,49,9,0.5197402405601641,36,36,false
2,2,49,8,0.11052129924230225,22,12,false
1,2,49,9,0.9777841690556576,27,27,false
1,1,49,0,0.013109672673328743,49,23,false
1,2,49,9,0.4472508594024054,47,47,false
1,1,49,0,0.604016237962387,10,10,false
6,2,160,66,0.16789066522925122,10,6,false
2,2,25,0,0.677459241168512,19,11,true
2,2,25,0,0.6307341278173489,15,9,false
1,1,49,0,0.5535321935774785,27,13,false
6,2,160,66,0.6484458558751882,45,24,true
2,2,25,0,0.21764818652011197,28,13,false
6,2,160,66,0.8657614487450299,47,35,true
6,2,160,66,0.6716968755444153,22,20,true
4,2,160,79,0.5570055706534869,39,28,false
6,2,160,66,0.8676033109006148,21,15,false
2,2,49,8,0.4530011270208122,28,16,false
2,2,25,0,0.9759359267792682,36,15,false
1,2,49,9,0.1845129587525859,20,20,false
6,2,160,66,0.7207205907161515,41,33,true
4,2,160,79,0.07757436496706938,39,36,false
4,2,160,79,0.6807202412589487,42,42,true
1,2,49,9,0.503247540837128,13,13,false
4,2,160,79,0.019437245663599834,19,14,false
4,2,160,79,0.8528876620295731,40,30,true
2,2,49,8,0.0594208786169359,20,13,false
6,2,160,66,0.4013064965391062,33,21,true
1,2,49,9,0.6973682425056376,46,46,true
1,2,49,9,0.513425239081771,17,17,true
2,2,25,0,0.7446839051728622,23,11,false
2,2,25,0,0.5320566281443734,11,6,false
1,1,49,0,0.19123664443843558,39,17,false
1,1,49,0,0.17032609832653034,41,19,false
1,2,49,9,0.09979232970580676,25,25,false
6,2,160,66,0.01398680143776665,44,34,false
1,2,49,9,0.9223745398691227,27,27,false
2,2,25,0,0.26425280129419826,41,19,false
1,1,49,0,0.8617732449324491,42,18,false
2,2,49,8,0.11668973073255551,50,24,false
6,2,160,66,0.4021619642812668,25,25,true
2,2,49,8,0.8269859795666397,40,21,false
2,2,25,0,0.13725752526748247,33,15,true
4,2,160,79,0.5595709853814493,22,22,false
6,2,160,66,0.7461310909871102,11,5,false
1,2,49,9,0.3151820852360182,26,26,false
1,2,49,9,0.6882354925400932,38,38,false
6,2,160,66,0.5897480022528296,15,10,false
6,2,160,66,0.5995964267091167,50,50,true
2,2,49,8,0.07185166286424316,39,20,false
1,2,49,9,0.6571623587950388,47,47,false
6,2,160,66,0.47468738681997646,10,6,false
6,2,160,66,0.41334454101535967,31,29,false
4,2,160,79,0.848434360495838,28,21,true
4,2,160,79,0.9261288631524719,28,21,false
6,2,160,66,0.6563617345308773,47,40,true
1,2,49,9,0.6995437253913517,15,15,false
1,1,49,0,0.01700692302861817,24,11,false
2,2,49,8,0.643917517451394,46,22,false
1,2,49,9,0.6171074830746658,22,22,false
1,1,49,0,0.9714152307438524,36,21,false
1,2,49,9,0.9503359860637967,15,15,true
2,2,49,8,0.47967198295738833,47,23,false
4,2,160,79,0.17217809348201873,49,43,false
6,2,160,66,0.4426400201561451,12,6,false
2,2,49,8,0.9631067959818566,29,13,false
4,2,160,79,0.8059347446607339,25,22,true
2,2,25,0,0.18723712409555204,17,8,false
6,2,160,66,0.6874721347340751,27,18,true
4,2,160,79,0.8592201040208194,46,46,true
1,1,49,0,0.596881923322691,36,16,false
1,2,49,9,0.5717167770779044,48,48,false
4,2,160,79,0.8038655679273687,16,11,false
2,2,49,8,0.5161226726078036,25,15,false
2,2,49,8,0.5589842168016232,39,19,false
2,2,49,8,0.29494027629773123,32,16,true
1,2,49,9,0.7451278865772464,24,24,false
6,2,160,66,0.9097540480492442,19,13,true
1,2,49,9,0.9790500008267619,10,10,false
2,2,25,0,0.07978560481509256,46,21,false
1,1,49,0,0.2861360766123803,19,9,false
2,2,25,0,0.24331715141450183,34,15,false
2,2,25,0,0.14438926764953675,26,16,false
4,2,160,79,0.7454895509132095,17,17,false
4,2,160,79,0.8266330026273436,34,24,false
6,2,160,66,0.045490457581363275,25,17,false
1,1,49,0,0.12931996257870704,23,12,false
2,2,49,8,0.8559134036151451,46,23,true
2,2,49,8,0.6736438421160914,27,13,false
4,2,160,79,0.42154232191429863,15,15,false
1,2,49,9,0.07339145299579519,50,50,false
1,1,49,0,0.7819399651584183,50,23,false
1,2,49,9,0.05822359152176826,42,42,false
1,2,49,9,0.07651730566170767,15,15,false
6,2,160,66,0.9244013078895109,29,29,true
2,2,49,8,0.9182438829922427,50,25,false
1,2,49,9,0.41646083570239334,31,31,false
6,2,160,66,0.25880805840838594,44,34,false
1,1,49,0,0.8241663499545993,36,17,false
2,2,25,0,0.46532959080402203,14,7,false
4,2,160,79,0.14729008364585638,36,32,false
4,2,160,79,0.056860070789474304,13,11,false
2,2,25,0,0.8335787244456474,39,17,false
1,2,49,9,0.3587370503499411,18,18,false
4,2,160,79,0.3239537902229772,35,29,true
4,2,160,79,0.1954680137782132,44,33,false
1,1,49,0,0.1666824941017706,47,21,false
6,2,160,66,0.19477609688009667,35,26,false
1,1,49,0,0.15961778898930568,31,17,false
2,2,49,8,0.3820072028201913,16,11,false
1,2,49,9,0.2958707682840781,36,36,false
2,2,49,8,0.39994940677966917,47,23,false
6,2,160,66,0.7910172521701893,22,10,true
1,1,49,0,0.3334021867742629,38,17,false
1,1,49,0,0.05878728574600722,15,15,false
2,2,25,0,0.7414056135470952,18,9,false
4,2,160,79,0.34813585840942785,20,14,false
1,2,49,9,0.29021842798206077,13,13,false
6,2,160,66,0.3212238017107002,24,15,false
6,2,160,66,0.3989761258813499,22,13,false
1,2,49,9,0.9987178058795244,29,29,true
2,2,49,8,0.4643092237592029,16,10,false
6,2,160,66,0.7506432392396887,25,13,true
6,2,160,66,0.9863943824636748,30,30,true
2,2,25,0,0.9451272192819101,34,16,false
1,1,49,0,0.05096796020046379,33,17,false
4,2,160,79,0.20493943711326168,32,26,false
2,2,49,8,0.8846860501932718,27,14,true
4,2,160,79,0.9730160941543907,28,28,true
6,2,160,66,0.8275022481958549,44,26,false
1,1,49,0,6.314941902587634E-4,40,19,false
4,2,160,79,0.21963345620361963,13,6,false
4,2,160,79,0.2121709936177436,11,5,false
1,1,49,0,0.4378405066169455,30,15,false
4,2,160,79,0.7830453468366465,18,14,true
2,2,49,8,0.943981813437476,17,9,false
2,2,25,0,0.07441838010483415,25,13,false
2,2,25,0,0.005934792280665402,43,21,false
6,2,160,66,0.21242491372252148,37,27,false
2,2,25,0,0.4848511933625713,12,10,false
1,2,49,9,0.17581485817891507,16,16,false
1,1,49,0,0.9987049635696092,17,8,false
1,2,49,9,0.3984176670105979,10,10,false
2,2,49,8,0.3098985741778266,44,21,false
1,2,49,9,0.979469581645247,43,43,true
2,2,25,0,0.1438871599660987,41,18,false
6,2,160,66,0.05297403296124237,31,24,false
2,2,25,0,0.34126124647591694,26,13,false
6,2,160,66,0.3779711972239207,29,28,true
1,2,49,9,0.8957551246874299,29,29,false
2,2,49,8,0.08330275493859629,27,15,false
2,2,49,8,0.7664998007981796,33,18,false
2,2,25,0,0.9073619219763942,31,15,false
1,2,49,9,0.776695661066501,38,38,false
1,1,49,0,0.6170155812088343,29,13,false
2,2,25,0,0.0050613945997086685,37,18,false
2,2,25,0,0.12219856381374283,37,19,false
2,2,25,0,0.5335301604335193,21,10,false
4,2,160,79,0.3731986819341636,24,17,true
4,2,160,79,0.08101154537277755,40,27,false
2,2,25,0,0.639077866234365,25,13,false
1,1,49,0,0.17544639177921784,34,16,false
1,2,49,9,0.16439688518421103,17,17,false
6,2,160,66,0.7781307314938862,36,36,true
6,2,160,66,0.14835406971081488,15,12,true
1,1,49,0,0.3870305233975645,39,18,false
4,2,160,79,0.38206658808630056,12,6,false
2,2,25,0,0.4126615456815822,20,14,false
4,2,160,79,0.43134055978416275,30,30,false
4,2,160,79,0.9311947131247879,29,29,true
2,2,25,0,0.2368342212473875,30,15,false
4,2,160,79,0.5417963609745983,26,18,false
1,2,49,9,0.8490930375536571,36,36,false
2,2,25,0,0.837927607510176,33,16,false
2,2,25,0,0.07816515534703583,24,13,false
