Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds,Rounds Played,Agents Lied
4,2,160,79,0.21316076674758622,27,21,false
1,2,49,9,0.6554067237612324,49,49,false
2,2,25,0,0.3296192996656434,33,16,false
2,2,25,0,0.4373351170081069,36,15,false
6,2,160,66,0.14327760526838806,25,15,false
6,2,160,66,0.6477434498306339,23,17,true
1,2,49,9,0.1615179601496457,20,20,false
2,2,49,8,0.6686108549440365,18,11,false
1,2,49,9,0.4473391905521591,31,31,false
6,2,160,66,0.11266328500240308,18,12,false
4,2,160,79,0.9456531993701258,10,10,false
4,2,160,79,0.3836006928329202,14,10,false
6,2,160,66,0.5786437783603487,45,45,true
6,2,160,66,0.8717964219902065,10,6,true
1,2,49,9,0.4929944627871081,48,48,false
1,2,49,9,0.08809040429878512,13,13,false
1,1,49,0,0.5668977300583524,28,14,false
1,2,49,9,0.49530458657154885,19,19,false
6,2,160,66,0.7360904875860146,37,19,true
4,2,160,79,0.8661354446113428,34,34,false
1,2,49,9,0.4069827896522634,30,30,false
2,2,49,8,0.31966567470476304,12,7,false
6,2,160,66,0.5969446262649991,42,42,true
2,2,49,8,0.5824616940367694,50,25,false
1,1,49,0,0.26766298118357224,38,17,false
1,1,49,0,0.0921995914644076,42,18,false
2,2,25,0,0.8241323312316742,32,15,true
2,2,49,8,0.69200297901984,15,13,false
4,2,160,79,0.6440744478158777,14,11,false
4,2,160,79,0.5557247837278164,10,6,true
2,2,25,0,0.48268933386248336,12,7,false
1,1,49,0,0.993047120403508,43,20,false
1,2,49,9,0.9590000251027728,11,11,false
1,2,49,9,0.4552318867634848,10,10,false
4,2,160,79,0.9528891651598254,33,33,true
1,2,49,9,0.2187533947029775,36,36,false
2,2,25,0,0.9269800389570139,44,18,true
2,2,25,0,0.9434026558980019,30,14,true
1,1,49,0,0.5345989388239185,29,14,false
4,2,160,79,0.5176789723211239,15,13,false
2,2,49,8,0.04690870348117748,44,20,false
1,2,49,9,0.28272869782191723,17,17,false
6,2,160,66,0.8635080401045295,32,24,true
2,2,25,0,0.4319690834511576,42,19,false
1,1,49,0,0.44974286932376484,42,19,false
6,2,160,66,0.7677984586066615,48,24,true
6,2,160,66,0.7040819294808071,33,29,true
4,2,160,79,0.37450025026507683,50,30,false
1,2,49,9,0.9903011778412528,20,20,false
1,1,49,0,0.7930190002924133,16,8,false
1,1,49,0,0.8694406507465228,42,20,false
1,1,49,0,0.4041680776675606,26,12,false
2,2,49,8,0.21623921564949744,39,19,false
4,2,160,79,0.39390367715951147,45,35,true
6,2,160,66,0.21537481983908213,42,35,true
1,1,49,0,0.18902756302675172,35,18,false
1,2,49,9,0.8126828814071974,25,25,false
2,2,49,8,0.3992067820258911,41,20,false
2,2,25,0,0.29279252526658217,43,22,false
4,2,160,79,0.7970028464142979,45,45,true
6,2,160,66,0.7569153409236445,21,15,true
2,2,25,0,0.15725952682171218,11,8,false
1,2,49,9,0.8330521140528941,17,17,false
1,2,49,9,0.9339579162931061,34,34,false
1,1,49,0,0.14237502801526425,19,15,false
1,1,49,0,0.007862586764281865,37,36,false
2,2,49,8,0.272501953173925,24,14,false
6,2,160,66,0.23120019252961843,19,14,false
1,2,49,9,0.18133843863117172,22,22,false
2,2,25,0,0.19613978610440896,30,17,true
2,2,25,0,0.3049446169602382,16,8,false
1,2,49,9,0.8514466619835389,19,19,false
2,2,49,8,0.3360484233091293,39,20,true
4,2,160,79,0.08214168062677807,11,11,false
1,2,49,9,0.2526439407276988,46,46,false
2,2,49,8,0.44784584367862545,24,13,false
2,2,49,8,0.7430189779072338,33,18,false
1,1,49,0,0.4606292439059968,18,11,false
2,2,25,0,0.05658078144370682,12,8,false
2,2,49,8,0.03522304033958479,50,25,false
2,2,25,0,0.3827188498670977,40,19,false
1,2,49,9,0.9135178225637103,26,26,false
1,1,49,0,0.8005558181283036,47,22,false
4,2,160,79,0.23438707545830484,35,25,true
2,2,49,8,0.9623653041812861,34,18,true
2,2,25,0,0.6360834728607352,43,22,false
4,2,160,79,0.6777570763820644,12,6,true
4,2,160,79,0.7545862689199364,22,13,false
2,2,25,0,0.7716335021304469,29,13,true
1,2,49,9,0.7296598126430411,15,15,false
6,2,160,66,0.898747057516614,28,16,true
1,2,49,9,0.6011615806714102,31,31,false
4,2,160,79,0.7640883536087612,46,46,true
6,2,160,66,0.3508197870555376,36,36,true
6,2,160,66,0.04784737479831236,11,7,false
1,1,49,0,0.47361257313013394,13,13,false
1,1,49,0,0.19654778165720832,24,14,false
4,2,160,79,0.12717037574478074,48,41,true
2,2,49,8,0.5095274734727215,19,10,true
2,2,25,0,0.5272053658150921,15,10,false
6,2,160,66,0.5494013312504759,48,36,true
4,2,160,79,0.15421736439068723,12,10,false
6,2,160,66,0.7911072346803597,24,11,true
2,2,49,8,0.8914517216542482,22,12,false
2,2,49,8,0.5436035039664688,49,23,false
4,2,160,79,0.6689187986042975,33,30,false
6,2,160,66,0.21673134212934253,10,6,false
1,2,49,9,0.5662305977072499,19,19,false
4,2,160,79,0.5280409138145795,26,26,false
1,1,49,0,0.3192476948766779,12,12,false
4,2,160,79,0.05727731150566773,38,34,false
1,2,49,9,0.9059807549540573,44,44,false
2,2,49,8,0.09332844651163474,41,22,false
1,1,49,0,0.4544258228370128,26,12,false
2,2,49,8,0.043616626145614346,50,24,false
2,2,49,8,0.8012794280173389,45,24,true
1,2,49,9,0.14580384865205587,50,50,false
1,1,49,0,0.837788505297356,36,16,false
6,2,160,66,0.869643575654009,33,33,true
1,1,49,0,0.1629235312914541,35,17,false
6,2,160,66,0.9306760250676746,49,38,true
2,2,49,8,0.28485149691050393,47,24,false
2,2,25,0,0.27737873011317216,36,16,false
2,2,25,0,0.45111420755304665,14,9,true
2,2,25,0,0.7331248906521042,15,10,false
2,2,49,8,0.03378085875638681,26,14,false
6,2,160,66,0.5268045023664991,21,16,true
1,2,49,9,0.777893158392671,38,38,false
1,2,49,9,0.7595006622775886,47,47,false
6,2,160,66,0.005099585804465567,34,29,false
6,2,160,66,0.5952992469495143,24,22,true
1,2,49,9,0.9931909987920547,47,47,false
6,2,160,66,0.04891744394083741,41,29,false
2,2,49,8,0.6811897507799235,41,20,true
1,1,49,0,0.698972418333796,17,8,false
4,2,160,79,0.6796785442048113,19,14,false
2,2,25,0,0.9231728917989073,29,12,false
2,2,49,8,0.06232249263899459,20,12,false
4,2,160,79,0.6794520066669717,31,31,false
4,2,160,79,0.16132056100632552,18,13,false
1,2,49,9,0.6997322459986438,40,40,false
2,2,49,8,0.3983110968590212,41,20,false
1,1,49,0,0.5807577318764425,23,11,false
6,2,160,66,0.05979948009052638,46,45,false
1,1,49,0,0.8643436575962388,41,19,false
1,2,49,9,0.3475863911255135,30,30,false
4,2,160,79,0.704438188037017,15,12,false
2,2,25,0,0.9666375853094312,48,23,false
6,2,160,66,0.5147582565558084,29,16,false
4,2,160,79,0.6020894341520693,35,32,false
2,2,25,0,0.799052722386402,44,19,true
1,2,49,9,0.7215310016310771,21,21,false
4,2,160,79,0.04762368589387367,35,27,false
1,1,49,0,0.44652875652133606,21,14,false
1,1,49,0,0.48842451932621933,50,36,false
1,1,49,0,0.12587718460600283,15,15,false
6,2,160,66,0.13650702197354614,49,29,true
2,2,25,0,0.3587227567566287,41,18,false
6,2,160,66,0.04392988497899841,48,30,false
2,2,25,0,0.4241149616567762,16,8,false
2,2,49,8,0.4601038542336773,33,18,false
2,2,25,0,0.7878224462741219,46,20,true
2,2,25,0,0.19523699271242778,34,16,true
2,2,49,8,0.36226804787421396,42,21,true
1,1,49,0,0.811396673613147,11,7,false
1,2,49,9,0.9359263529522874,32,32,true
1,1,49,0,0.5358242996924995,21,10,false
6,2,160,66,0.845713823010185,49,27,true
4,2,160,79,0.8200883218038995,40,25,false
1,1,49,0,0.08641568094104668,20,11,false
2,2,25,0,0.32636792271718784,29,16,false
6,2,160,66,0.29146027978080147,46,32,true
1,2,49,9,0.5220900556295299,40,40,false
2,2,49,8,0.389413924041058,25,14,false
4,2,160,79,0.024601424434974373,24,18,false
2,2,25,0,0.582752284819123,21,13,false
2,2,25,0,0.5792661134418186,43,18,false
1,1,49,0,0.1840513694188558,25,14,false
1,1,49,0,0.21086386347940766,32,15,false
6,2,160,66,0.3902407823710371,50,34,false
4,2,160,79,0.7170589758381831,32,32,true
6,2,160,66,0.34390074233953005,25,25,true
2,2,25,0,0.661401275339359,21,10,false
4,2,160,79,0.6928708536338942,41,19,true
6,2,160,66,0.5596276973148366,17,12,false
2,2,25,0,0.6851838253017536,12,9,false
2,2,25,0,0.6580635451679806,10,8,false
2,2,25,0,0.3464605065448816,11,7,false
4,2,160,79,0.8297661885205447,43,25,true
1,1,49,0,0.6997684792765075,26,12,false
1,1,49,0,0.3204249658969607,31,15,false
6,2,160,66,0.36956163018510535,47,34,false
1,1,49,0,0.2861600321711796,48,23,false
2,2,25,0,0.6892271198835425,50,21,true
6,2,160,66,0.8287749333537926,16,15,true
2,2,49,8,0.9831459689324066,47,22,false
2,2,49,8,0.8378236003412152,28,16,true
1,2,49,9,0.8595574011018218,21,21,false
1,1,49,0,0.0916056079434715,40,19,false
6,2,160,66,0.09452091066183155,16,12,false
1,2,49,9,0.8940585207675515,19,19,false
2,2,49,8,0.3344584729434349,18,11,false
2,2,49,8,0.6152230573302877,12,7,false
2,2,49,8,0.596610402236666,27,15,true
6,2,160,66,0.08799699756514534,42,26,true
2,2,49,8,0.4092704249404392,13,8,false
1,1,49,0,0.8991782903938113,16,9,false
1,1,49,0,0.4080465423247346,13,8,false
2,2,49,8,0.4790667247713096,21,12,false
6,2,160,66,0.6006992424150351,39,39,true
2,2,25,0,0.6556303211122659,35,15,false
1,2,49,9,0.29374771688442647,36,36,true
4,2,160,79,0.9779813445179347,42,39,false
2,2,25,0,0.7642012123641078,49,20,false
1,1,49,0,0.811239053229527,27,13,false
6,2,160,66,0.46448169862571875,21,16,true
1,1,49,0,0.10166816601551942,20,13,false
6,2,160,66,0.6972674950305977,25,19,true
1,2,49,9,0.4069875405411105,13,13,false
4,2,160,79,0.7028490563503587,15,13,true
1,2,49,9,0.05432896293906464,14,14,false
4,2,160,79,0.17373043009086808,31,30,false
6,2,160,66,0.4732809216355932,50,30,true
2,2,25,0,0.7079419853948674,44,21,false
1,1,49,0,0.6342332444056104,43,20,false
6,2,160,66,0.294734090071584,41,32,false
1,1,49,0,0.3079563762201155,32,15,false
6,2,160,66,0.00810610748691487,19,16,false
4,2,160,79,0.4000745416213186,31,31,false
4,2,160,79,0.11764485332775054,44,38,false
2,2,25,0,0.9783573392657315,43,20,false
2,2,25,0,0.2236678143392301,32,16,false
2,2,49,8,0.21308873857188482,46,22,false
6,2,160,66,0.007394865762053837,28,28,false
4,2,160,79,0.20552290445756483,21,17,false
1,2,49,9,0.9446745616760416,33,33,false
2,2,49,8,0.4524773587396518,48,24,false
2,2,49,8,0.30012569420936686,41,20,false
6,2,160,66,0.02236857042571261,42,33,false
6,2,160,66,0.7199536916880769,39,31,true
1,1,49,0,0.7736952297173268,23,12,false
1,1,49,0,0.852232897721163,16,8,false
1,2,49,9,0.18411268344158416,49,49,false
1,2,49,9,0.17729325023289333,42,42,true
6,2,160,66,0.017924293996421037,28,28,false
6,2,160,66,0.5392729455283518,34,20,true
1,1,49,0,0.9840241889249562,49,22,false
2,2,49,8,0.41624247996758423,49,23,false
4,2,160,79,0.49455600873131866,33,26,false
4,2,160,79,0.7319128468334135,23,14,false
1,1,49,0,0.5439853028432637,35,17,false
6,2,160,66,0.1486725370344727,38,36,true
2,2,25,0,0.6702889046264096,38,18,false
1,1,49,0,0.619236505051957,14,14,false
6,2,160,66,0.3514289815950088,42,25,false
4,2,160,79,0.4773900489380176,45,32,false
6,2,160,66,0.571874927852072,28,20,false
2,2,25,0,0.8227471834970426,21,10,false
2,2,49,8,0.19297912488069224,36,18,false
1,2,49,9,0.9567828492071347,43,43,false
1,2,49,9,0.20127671377642342,37,37,false
2,2,25,0,0.576434488134849,23,11,false
1,2,49,9,0.17153729426659048,19,19,false
2,2,49,8,0.29715144020743955,29,15,false
2,2,49,8,0.6211535173634715,33,17,false
6,2,160,66,0.04493312791637616,47,29,false
6,2,160,66,0.16034327900025247,12,5,false
4,2,160,79,0.10628197311532994,42,42,false
2,2,25,0,0.596264101065807,44,19,false
2,2,25,0,0.5230863613982257,43,18,true
2,2,49,8,0.10737131465095073,34,20,true
6,2,160,66,0.34653899368619534,41,27,true
2,2,49,8,0.6957090810091906,13,9,false
4,2,160,79,0.4403983593701344,20,18,false
2,2,49,8,0.4142133173934597,47,23,true
2,2,49,8,0.9375299625018015,21,9,true
2,2,25,0,0.08031246271716652,48,23,false
2,2,49,8,0.7950887771984455,21,12,false
4,2,160,79,0.7712060371994177,10,10,false
1,2,49,9,0.3041669037539446,37,37,true
1,1,49,0,0.04359041652378581,27,13,false
6,2,160,66,0.8324622437181517,44,44,true
2,2,49,8,0.4271267520062926,32,16,true
1,1,49,0,0.46257272058913235,39,18,false
6,2,160,66,0.461976351580622,31,31,true
4,2,160,79,0.5716904755276984,39,25,true
6,2,160,66,0.6618767796777738,30,30,true
4,2,160,79,0.30422361538581266,19,19,false
2,2,49,8,0.6016914166460499,28,13,false
4,2,160,79,0.9688622599794596,14,6,false
1,1,49,0,0.8274535453852906,50,25,false
4,2,160,79,0.9444745495693109,43,43,true
2,2,25,0,0.3969701590111575,14,6,false
4,2,160,79,0.08880174230308469,44,36,false
1,1,49,0,0.24018064230862635,31,15,false
6,2,160,66,0.22093601822448294,32,21,true
6,2,160,66,0.7191121145830264,50,27,true
1,1,49,0,0.2780864829236208,39,18,false
2,2,49,8,0.46531234335025273,33,16,false
2,2,25,0,0.7852412354788555,15,7,false
2,2,25,0,0.8839901241333968,49,21,false
4,2,160,79,0.47576574534596916,13,9,false
4,2,160,79,0.6183308219898251,48,48,true
1,2,49,9,0.9709180941132699,32,32,false
2,2,25,0,0.31206529103866465,23,11,false
1,2,49,9,0.16429798208281665,38,38,false
2,2,49,8,0.2431902288814406,11,7,false
2,2,25,0,0.42144992584855834,49,22,false
1,2,49,9,0.8823369134865087,27,27,true
1,2,49,9,0.38675144821489693,18,18,false
2,2,49,8,0.42228998455555733,13,9,false
1,2,49,9,0.7028051393766104,17,17,false
4,2,160,79,0.07317369485902603,40,35,false
4,2,160,79,0.416457066527234,18,18,false
2,2,25,0,0.504841943107861,45,19,false
4,2,160,79,0.4598395981468638,16,14,true
1,2,49,9,0.9338312130336183,30,30,false
1,2,49,9,0.7386749176139884,16,16,false
2,2,25,0,0.7403482754538816,42,20,false
1,2,49,9,0.9925966167123154,27,27,false
1,1,49,0,0.9347039194008837,42,19,false
4,2,160,79,0.4570159171901619,37,32,false
2,2,25,0,0.2056982786024435,11,6,false
2,2,25,0,0.7757877478029166,43,20,false
4,2,160,79,0.8414967428878501,15,14,false
6,2,160,66,0.9561093943549206,46,31,true
1,2,49,9,0.9866137988683876,50,50,false
1,1,49,0,0.24923577583089995,32,14,false
2,2,25,0,0.544055326776857,19,12,false
1,1,49,0,0.8166298945916506,10,7,false
6,2,160,66,0.06655235233869117,11,5,false
6,2,160,66,0.09921058274789774,24,21,false
4,2,160,79,0.7837043804283906,38,38,false
2,2,25,0,0.9835067939375833,11,8,true
2,2,49,8,0.4689082998888814,18,12,false
4,2,160,79,0.5227324645922827,24,18,false
6,2,160,66,0.18927182817188914,29,24,false
2,2,49,8,0.3354345502205798,26,15,false
2,2,25,0,0.7438407087559389,48,22,false
6,2,160,66,0.03490516922106224,32,30,false
2,2,25,0,0.8180747263917199,35,17,true
2,2,49,8,0.017744082071214806,28,16,false
1,1,49,0,0.9627301539911256,10,7,false
6,2,160,66,0.07936999597252237,20,14,false
1,1,49,0,0.2058360393842803,50,22,false
1,1,49,0,0.36312886884619267,14,8,false
4,2,160,79,0.5322465751940922,14,11,false
4,2,160,79,0.9002415881050367,46,39,true
6,2,160,66,0.9592666318577333,34,22,true
4,2,160,79,0.3159116503479882,43,31,false
2,2,49,8,0.669462404819975,40,20,false
2,2,25,0,0.6786775396084608,33,14,true
1,2,49,9,0.14462956905991708,13,13,false
4,2,160,79,0.49538363234669747,48,35,false
2,2,49,8,0.30464739344811265,26,15,false
6,2,160,66,0.2946054636456259,25,25,true
1,2,49,9,0.7096414658082779,38,38,false
6,2,160,66,0.5143284879013109,22,16,true
6,2,160,66,0.5572205662604343,28,28,true
2,2,49,8,0.7397785777847196,25,14,false
2,2,49,8,0.4968696108139319,42,20,false
2,2,49,8,0.4956307365436562,36,18,false
2,2,49,8,0.6031797335557273,16,10,true
6,2,160,66,0.3110930125943938,39,36,false
4,2,160,79,0.7870561449195174,17,14,true
2,2,25,0,0.9387403573731452,21,11,true
1,1,49,0,0.780142137014287,37,16,false
4,2,160,79,0.5344575221884097,38,26,true
4,2,160,79,0.2958654630458111,10,5,false
2,2,25,0,0.5543306901262137,16,7,false
4,2,160,79,0.9952533065610306,47,42,true
6,2,160,66,0.2934887850593789,30,26,false
2,2,25,0,0.9154892704684786,19,10,false
1,2,49,9,0.2842814348638384,42,42,false
1,1,49,0,0.02207823620025451,18,10,false
1,2,49,9,0.52305778043693,27,27,true
6,2,160,66,0.19312388823731985,45,36,true
2,2,25,0,0.8362543460557939,42,23,false
1,2,49,9,0.07433853631034015,27,27,false
6,2,160,66,0.41625149030010133,44,35,false
1,1,49,0,0.019284841522258622,16,9,false
1,2,49,9,0.3568618245439965,34,34,false
4,2,160,79,0.10631493099464151,17,12,false
1,2,49,9,0.6331779798797201,13,13,false
2,2,25,0,0.61474137411315,16,7,false
1,2,49,9,0.39012011806784375,25,25,false
6,2,160,66,0.848835107645584,46,30,true
2,2,25,0,0.7667021929816856,45,21,false
1,1,49,0,0.7748872220501987,13,8,false
6,2,160,66,0.03408228109211331,34,32,false
2,2,25,0,0.34398784529036364,38,16,false
1,1,49,0,0.13527835021017265,37,31,false
2,2,25,0,0.2957933527644263,16,7,false
4,2,160,79,0.30849779950737144,18,18,false
6,2,160,66,0.4346148811614394,41,26,false
6,2,160,66,0.5029216586950489,14,12,true
4,2,160,79,0.6248927572888795,14,14,false
1,2,49,9,0.5375728440025724,41,41,false
6,2,160,66,0.7629855156514669,23,14,false
6,2,160,66,0.8769046258978057,46,25,true
2,2,25,0,0.10613015688003735,21,10,false
2,2,25,0,0.1398859192530344,46,21,false
2,2,25,0,0.8896595145717104,43,19,false
4,2,160,79,0.7148767183687353,18,16,true
1,2,49,9,0.6969113128951486,14,14,false
1,1,49,0,0.35222101231110403,22,11,false
2,2,25,0,0.6072062761054503,41,17,false
4,2,160,79,0.13785434924949225,44,41,false
2,2,49,8,0.30076202329863866,45,22,false
1,2,49,9,0.006244892678154312,46,46,false
2,2,49,8,0.8136779140005881,20,12,false
4,2,160,79,0.08720183736819997,46,34,false
2,2,25,0,0.9616393097769784,43,19,false
4,2,160,79,0.3656459696376648,34,34,false
4,2,160,79,0.5529740166347369,28,25,false
6,2,160,66,0.17869207586206481,27,17,true
1,1,49,0,0.01584638090436874,18,10,false
1,2,49,9,0.6288377722173236,26,26,true
4,2,160,79,0.6301412857824091,23,14,false
6,2,160,66,0.21347652003277773,30,17,false
6,2,160,66,0.4451778236766366,37,27,true
1,1,49,0,0.1676312165730769,47,21,false
2,2,49,8,0.18342423950718834,12,6,false
2,2,49,8,0.03881878446123144,22,20,false
4,2,160,79,0.10799217494464408,44,34,false
1,1,49,0,0.3014953984975699,38,18,false
2,2,25,0,0.8393903577193512,25,11,true
6,2,160,66,0.007713220697575407,27,17,false
6,2,160,66,0.9958581389793235,47,47,true
2,2,25,0,0.3256091802760014,25,12,false
1,2,49,9,0.6490008949662969,10,10,false
6,2,160,66,0.8446276315699224,35,16,true
4,2,160,79,0.39658410184121984,10,6,false
2,2,49,8,0.5415782902669927,35,20,false
2,2,49,8,0.7615837071631639,47,22,false
6,2,160,66,0.6417918280326331,14,9,true
2,2,49,8,0.3558142973910339,15,10,false
1,1,49,0,0.44980271331389143,46,20,false
1,2,49,9,0.6668040681751279,38,38,false
1,2,49,9,0.26277009235958193,34,34,false
2,2,25,0,0.16110841729580594,15,10,false
4,2,160,79,0.8900993032342885,46,26,true
6,2,160,66,0.8495968254920341,32,22,true
1,2,49,9,0.08948665888101637,34,34,false
1,1,49,0,0.5850821752386791,19,10,false
4,2,160,79,0.6157381380879483,16,16,false
4,2,160,79,0.4981810270523942,17,11,false
2,2,25,0,0.7512712563375231,27,11,false
4,2,160,79,0.10025264796205835,32,32,true
4,2,160,79,0.9756879185904316,14,14,false
2,2,49,8,0.7109249863359721,34,18,false
4,2,160,79,0.7821401668965492,35,35,true
4,2,160,79,0.23766528189829073,24,19,false
2,2,25,0,0.10599105992177471,18,10,false
1,2,49,9,0.9822128400559185,33,33,false
6,2,160,66,0.2145883218263448,16,12,true
1,2,49,9,0.5863090303135166,30,30,false
2,2,25,0,0.2926170289459281,44,21,false
2,2,25,0,0.7624225503974491,33,15,false
1,2,49,9,0.7329807796744156,29,29,false
2,2,49,8,0.43424755993751885,14,10,true
6,2,160,66,0.40897003699813805,29,18,false
1,2,49,9,0.7623903511739767,27,27,true
2,2,49,8,0.4897487270380567,30,16,false
2,2,49,8,0.6756893905233727,24,15,true
4,2,160,79,0.9515697603270519,14,12,false
4,2,160,79,0.0055650164842065974,49,33,false
6,2,160,66,0.8209626488428119,46,35,true
2,2,49,8,0.8388784149807366,37,17,false
2,2,49,8,0.2496811618763144,41,20,false
4,2,160,79,0.5304862152193098,29,29,true
4,2,160,79,0.7457432657611995,49,22,true
4,2,160,79,0.6572491154850216,40,40,false
6,2,160,66,0.8656022813861404,28,16,false
1,1,49,0,0.884764583598028,37,17,false
1,2,49,9,0.4921762789024188,49,49,false
1,2,49,9,0.7919320190537886,32,32,false
2,2,25,0,0.018862957328261598,49,22,false
4,2,160,79,0.27003127948051175,30,25,true
6,2,160,66,0.2057114689961086,49,39,false
6,2,160,66,0.6308706065912447,10,7,true
6,2,160,66,0.3841186991420231,41,37,false
1,1,49,0,0.5841679087944726,20,11,false
2,2,49,8,0.6283539036641195,11,7,true
2,2,25,0,0.7949241857607824,22,13,false
2,2,49,8,0.35516584383053884,31,17,false
1,1,49,0,0.9240129754667832,37,17,false
4,2,160,79,0.3276531315118886,37,28,false
4,2,160,79,0.716962472759075,38,30,true
6,2,160,66,0.147104651711486,26,16,false
2,2,49,8,0.7389633537841349,16,10,false
4,2,160,79,0.12677881685030612,13,10,false
1,1,49,0,0.3840728949571939,13,13,false
6,2,160,66,0.7027142021912178,47,40,true
4,2,160,79,0.9682981166605581,36,23,false
1,1,49,0,0.35654200089803434,12,6,false
4,2,160,79,0.4904834659297188,17,12,true
2,2,25,0,0.7664623902203814,32,14,false
4,2,160,79,0.13224240645011764,43,31,false
4,2,160,79,0.11623803834498281,45,44,false
4,2,160,79,0.7431485054043677,42,30,true
2,2,25,0,0.3613041998950932,11,6,false
2,2,25,0,0.12891716446726398,47,20,false
2,2,49,8,0.5285848048265207,40,20,false
2,2,49,8,0.2714553559437187,22,13,true
1,2,49,9,0.810565532864596,40,40,false
4,2,160,79,0.4586314605794797,24,22,true
1,2,49,9,0.06403747624652345,37,37,false
1,2,49,9,0.3266450185786397,28,28,false
2,2,25,0,0.8606594278717414,27,13,false
6,2,160,66,0.976986210643315,14,7,false
2,2,25,0,0.14032519569078494,26,12,false
1,1,49,0,0.17705441404292588,15,9,false
2,2,25,0,0.6118834685512239,16,7,false
2,2,25,0,0.7704514356581099,23,12,false
1,2,49,9,0.5611312307937013,30,30,true
4,2,160,79,0.3269247088536744,34,27,true
6,2,160,66,0.24111382695138484,19,13,false
1,2,49,9,0.3959128468893448,15,15,false
1,1,49,0,0.48270916559622457,41,19,false
2,2,49,8,0.9251442943607779,46,23,false
2,2,25,0,0.29782033631188953,22,11,false
6,2,160,66,0.7912185828972716,50,45,true
2,2,49,8,0.25487885865674,39,20,false
1,2,49,9,0.30879707602599926,15,15,false
2,2,49,8,0.2682818683222692,12,8,false
4,2,160,79,0.6042596032428447,32,21,false
4,2,160,79,0.7154974502608069,30,30,false
1,1,49,0,0.5639435591488771,28,15,false
1,2,49,9,0.29252283344576024,27,27,false
1,2,49,9,0.13829707922169354,18,18,false
1,1,49,0,0.8675493911646687,42,19,false
4,2,160,79,0.9511672469399254,37,23,true
1,2,49,9,0.22500452231978962,40,40,false
6,2,160,66,0.6325436811991823,41,37,false
1,1,49,0,0.05204710203972318,40,19,false
2,2,25,0,0.4388392067103588,37,17,false
6,2,160,66,0.8507724933253239,20,13,true
4,2,160,79,0.7168746330116882,39,29,false
1,2,49,9,0.5709738014430766,45,45,false
4,2,160,79,0.8043530194787918,10,6,true
2,2,25,0,0.5724623948509513,45,19,false
2,2,25,0,0.26991518396006375,26,14,true
2,2,49,8,0.6908313650778096,30,17,true
2,2,49,8,0.021273138054881402,38,20,false
4,2,160,79,0.17346378811289886,30,20,false
2,2,25,0,0.19616062292858116,20,10,false
2,2,49,8,0.19745770246565997,49,24,false
6,2,160,66,0.38842165808268914,37,30,false
2,2,49,8,0.35906729009319494,16,11,false
2,2,25,0,0.969420959765548,44,20,false
1,1,49,0,0.8691141619934258,16,9,false
2,2,25,0,0.20560090348555116,26,12,false
1,1,49,0,0.23032404374095639,16,9,false
6,2,160,66,0.340248540107714,24,19,false
1,1,49,0,0.502980679206742,24,18,false
2,2,25,0,0.03766360394284041,35,16,false
2,2,49,8,0.008493022800015626,39,21,false
1,2,49,9,0.6686496778603304,42,42,false
1,1,49,0,0.1435727240054423,49,22,false
6,2,160,66,0.7572995280867991,36,16,true
2,2,25,0,0.7323390323124755,25,15,false
6,2,160,66,0.29013284657354876,13,13,true
2,2,49,8,0.9111289144568657,49,21,true
1,2,49,9,0.7020000027796989,20,20,false
1,1,49,0,0.3158741539011759,27,12,false
2,2,49,8,0.15454521649213238,50,24,false
2,2,25,0,0.47076612908624516,23,12,false
4,2,160,79,0.5751120847113302,30,30,true
2,2,25,0,0.9503133185391919,49,22,false
2,2,49,8,0.6871155688253812,34,18,false
1,2,49,9,0.3060697884009158,42,42,true
2,2,49,8,0.7901836462031975,40,21,false
2,2,25,0,0.5051944846762363,34,14,false
2,2,49,8,0.09730652358779257,26,14,false
2,2,25,0,0.9451404780861566,37,16,false
2,2,49,8,0.3373675844744517,42,20,false
6,2,160,66,0.4739135928324396,14,7,false
6,2,160,66,0.6515629434139936,43,36,true
4,2,160,79,0.9389018212353615,48,48,true
4,2,160,79,0.7173250809644609,37,21,true
6,2,160,66,0.3312295211009517,35,35,true
6,2,160,66,0.9727004695250631,31,27,true
6,2,160,66,0.5403716317145143,23,20,false
6,2,160,66,0.027518952922021,27,19,false
4,2,160,79,0.5620378326677524,41,41,true
2,2,49,8,0.3611278103469714,14,9,false
6,2,160,66,0.8027044175818144,38,29,true
1,1,49,0,0.7972456214086071,33,16,false
2,2,25,0,0.8974135092725639,15,10,true
1,2,49,9,0.7697555585746249,14,14,true
4,2,160,79,0.8121572555755429,12,5,false
4,2,160,79,0.7392628347269428,28,22,true
2,2,25,0,0.12966046450410962,14,7,false
6,2,160,66,0.503375851759237,48,48,true
1,1,49,0,0.060540436970868194,15,9,false
4,2,160,79,0.281081628174202,46,32,false
2,2,25,0,0.7879413155164946,22,10,false
4,2,160,79,0.10394391782692813,42,37,false
1,1,49,0,0.8675997485486723,29,13,false
2,2,49,8,0.743989331037788,31,16,false
2,2,49,8,0.17960659495134013,37,18,false
2,2,25,0,0.3375665829522261,31,14,false
6,2,160,66,0.9143776002656163,31,31,true
2,2,49,8,0.7365611739193932,38,19,false
2,2,25,0,0.5071101046727053,16,9,true
6,2,160,66,0.18012047152274568,32,26,false
1,2,49,9,0.6805540706760314,38,38,false
